X (meters),Y (meters)
73.19031097739935,27.331585506442934
69.79163007438183,27.72967513790354
77.24060608260334,27.015758753288537
64.97477336786687,28.00462537398562
63.8229327891022,27.26884806761518
66.34805290773511,28.137648825533688
62.60840151831508,19.50174210453406
63.39465108141303,16.67371162911877
62.42907361313701,23.024106753990054
10.033116614446044,46.6222725356929
9.304344642907381,45.525246784090996
11.149437371641397,47.03352013183758
40.212781235575676,16.016360017005354
37.29539237730205,16.89814730733633
42.31943469308317,15.84979155054316
49.54520955681801,18.178674334660172
46.897776030004025,16.72712494712323
50.94203650765121,19.35200848430395
52.99573417007923,25.250699170399457
52.74970918893814,22.840178010985255
52.73702099919319,26.446427462156862
20.97461696714163,60.538752887398005
19.231037594377995,60.97525664744899
23.85077865049243,60.56002715462819
18.85545676574111,66.17672998597845
17.34673591144383,64.1630171709694
21.886273505166173,67.76012840447947
29.087912077084184,66.02875632653013
27.743649072945118,68.21924672042951
30.136785469949245,64.40494225407019
35.227725230157375,61.38059985637665
49.312595238909125,62.567787716630846
43.81620762497187,61.31825203681365
54.82061907462776,65.22955919336528
62.64007636718452,67.65396523242816
60.8660210557282,68.5758275394328
63.07449622824788,66.5282624666579
58.13190415687859,62.85572782577947
61.50488361530006,64.33850232930854
55.90487314015627,61.581862156745046
48.56820625439286,60.166677507571876
50.02309745363891,60.29270007647574
46.58181346580386,60.02223044959828
40.328192830085754,56.367639396339655
42.11197857558727,58.36024714959785
39.36430184915662,53.8828124771826
40.94145078957081,47.19275264348835
39.83527234941721,48.86687310691923
42.48446917720139,45.48892991384491
54.28897165879607,41.02603690652177
49.812858348712325,42.66987958177924
57.55559313483536,40.10422023991123
66.30517598055303,40.53025329019874
71.9533566236496,45.952641271054745
71.96949015930295,49.90393105009571
77.34356436692178,50.62681310623884
82.13181084953249,44.00696358876303
79.52603085152805,47.31951548717916
80.59724606759846,37.00390451727435
78.25024492107332,35.55168610019609
83.24971012026072,38.35152157442644
69.86342335492373,34.86637771129608
72.57094491273165,34.43239088403061
67.49714501574636,35.28404398728162
60.75230931118131,33.63909813622013
58.906490778550506,32.623711871914566
62.47968056611717,34.505149303004146
56.11657720990479,29.544225139077753
53.5798486918211,9.716859051957726
56.10561112500727,13.434699612669647
54.603411372751,10.740186847746372
18.77226771041751,52.50531838135794
16.057786451652646,54.15031543979421
21.089637830853462,50.03010723972693
20.330298639833927,50.74414051044732
22.0464043635875,48.85388880269602
24.03655084222555,46.42665190808475
26.437026530504227,43.13280947646126
28.643570309504867,40.35407906444743
29.743278859183192,38.668955782428384
31.58133953809738,35.72481017187238
32.754508934915066,33.978103834204376
34.536725075915456,31.262925719376653
36.065819622948766,29.164330678991973
37.738308142870665,27.207395256496966
38.927073396742344,25.574959489051253
43.76145067811012,26.810271877795458
43.16373625770211,27.299319552257657
40.75114121474326,23.69814181746915
42.306413650512695,23.34915410121903
43.71418108232319,23.923126300796866
44.35515871271491,25.021972126327455
44.18620911799371,26.118646108545363
39.48152461275458,24.81007436197251
40.008612383157015,31.274528549052775
37.76610906980932,34.08220314234495
35.989248506724834,36.30685748811811
33.92214130051434,39.002293090801686
30.850114084780216,42.92033062502742
28.93994620628655,45.310338941868395
26.224252684041858,48.71179392468184
24.49787550792098,50.78470533201471
23.30005552433431,52.2844671914354
22.143983690068126,53.64153304742649
20.240376982837915,55.47749757859856
18.12998096458614,56.26246696803719
19.745254604145885,55.823961683083326
20.857635766267776,55.09393068868667
18.592441089451313,56.18083304632455
17.63374650105834,56.32589347427711
15.228218022733927,56.672596915159374
11.517440684139729,57.85426666773856
9.243205750361085,59.70655175065622
10.348948931321502,58.515081429388374
8.60855663754046,61.09789844462648
8.216949138790369,62.58534280117601
7.535815229639411,65.11956440424547
7.492049973458052,64.56109789572656
7.564008004963398,63.902234565932304
7.779235333204269,66.75354305980727
8.562706364318728,68.7820981037803
21.92714668251574,76.69634394301102
19.31813507527113,75.82247035531327
25.826695159077644,76.78136754361913
29.072858339175582,76.1799127869308
32.840560011565685,74.2447803998366
35.289893824607134,71.684488884639
37.17446489818394,69.29662903491408
39.10114479996264,67.81939490139484
41.516332471743226,67.71927860472351
43.82591579668224,68.32435458339751
37.91552988439798,68.50693524628878
47.835790794342756,70.68112067319453
51.922415018081665,72.88942107278854
59.08720572479069,76.82621482666582
60.7246731352061,77.33927968051285
64.68839507177472,77.1485381857492
66.16541547141969,76.50509149115533
68.6715689804405,73.8856525910087
72.10199040733278,69.63912793854252
74.13205271959305,66.37113723205402
73.89876825548708,63.99547243164852
72.5260620098561,61.97721889382228
70.08065999858081,60.01816951483488
64.82956933788955,57.27419527294114
60.5792542565614,55.38701375667006
54.818314760923386,54.316765908617526
56.442410472780466,54.51184329763055
51.09520656429231,53.978611804544926
49.263054724782705,53.46377697074786
48.64392020739615,51.54106449987739
50.02143322303891,50.34240293921903
53.40221951901913,49.35831303708255
57.061998058110476,48.353257222566754
58.11455835402012,48.01694656908512
60.53779776580632,47.09422598872334
62.34666156768799,46.98074578680098
63.369707725942135,47.827929413411766
63.65117126703262,48.68095953948796
62.69879071973264,49.70617754012346
61.31313579343259,52.91575000435114
61.396502958610654,51.75588440010324
61.717634085565805,53.761693532112986
62.64574809744954,54.31134130991995
61.91985262185335,50.74800440995023
65.987534718588,56.2050895630382
69.3706954587251,57.94038008665666
72.47488844022155,59.241383221466094
73.96153797395527,59.42131781904027
77.84252726845443,59.06012169457972
79.31757285818458,58.6599359177053
82.0726823899895,57.26132896728814
82.73998707905412,56.42301416443661
89.17728376016021,48.718045628163964
87.6915681976825,50.291479838546365
90.75555814243853,47.49320840276778
91.74361213296652,46.774057775270194
92.70907160639763,43.41189523227513
92.91287421435118,45.08973265439272
92.11548268608749,40.274838510435075
90.7012809868902,35.39288439368829
89.03623751364648,33.16522887535393
86.80089315958321,31.31328665651381
79.94021060317755,27.686698021832854
75.39601985737681,27.069463728461415
64.26469416730106,27.692436541430652
63.42868813313544,26.905657096765935
65.56541121192276,28.087077495176345
67.25591567717493,28.028904154896736
64.21344823949039,10.809701417107135
57.42586028762162,2.910845497623086
53.722220754250884,1.0320018115453422
60.685209261253476,4.5653971075080335
63.32294908724725,6.5341223776340485
56.03621010296047,2.2772416723892093
52.24802118912339,0.0
58.76698741875589,3.5342235136777163
54.717757638543844,1.6258901809342206
63.96281129308045,7.625528721138835
62.23430235311389,5.473904415033758
51.14168578572571,0.275548021774739
52.87614141777158,0.5122889569029212
47.725385239347816,0.7660907162353396
41.64234279282391,1.9361142250709236
34.98485393077135,3.1312347119674087
39.58071918413043,2.400013712234795
45.21954453736544,1.316626824438572
37.683217238634825,2.571306578349322
32.68768607079983,3.863532170653343
29.554985281080008,5.827170140109956
28.170176381245255,7.158537891227752
26.778158431872725,8.981011614203453
25.146313769742846,11.1191128292121
23.07738314755261,13.716272246092558
20.705183723941445,16.573114431928843
18.26596217416227,19.3182764519006
16.575230615213513,21.229761239606887
15.040041327476501,23.54337098961696
12.290927466005087,27.284016461577266
10.401276882737875,29.366916566621512
8.061950106173754,32.31702667521313
6.717603616416454,33.88144400762394
5.508970055729151,35.3403471596539
4.538374299183488,36.68242607265711
3.970387749373913,37.61799180880189
3.190721621736884,38.626487396191806
1.9044616408646107,40.25120872212574
1.3480434119701385,41.08873426960781
62.662640830501914,24.619446413591504
62.450566064566374,21.41338273929432
63.06304590776563,17.828858400695026
63.87782776914537,14.8297955468297
56.084610706195235,16.27649251651019
55.927702544257045,18.14317900221795
55.761657275259495,20.11776635563001
55.621097495779395,21.790013312362134
55.49554580822587,23.283362054731697
55.31614665873349,25.416990452911705
52.64792866818607,8.940450131427497
55.14261293038726,11.320224847644567
56.13170886784792,14.112620839849114
55.75395174138248,12.29040537821129
49.45430049672723,8.082648852374405
47.261155132204294,8.472957250196487
41.48483128286898,9.463219818193465
39.08712522126734,9.919103189371526
44.980515986680984,8.92611106717959
35.35144571214914,11.795347566250712
33.822080662474036,13.677153463941067
32.23346804082394,15.639654860831797
30.398131351917982,17.81343397172168
28.638785799965262,20.082826506812125
26.411457559093833,22.894968350883573
23.25164824537933,26.830181369557977
21.209843955934048,29.30818106420338
19.318339904770255,31.8129931720905
17.248778101056814,34.329753200523555
15.248601734638214,36.94808001862839
13.941895702853799,38.51087208651006
12.307213507592678,40.60859660804272
10.749257158488035,42.453979881946
10.083290534093976,43.34961197664961
9.588198209181428,43.98562586912885
9.183658728376031,45.086138147395104
9.560037719085813,46.14025468798354
10.62543760240078,46.869240392465144
11.916073553264141,46.9401108333841
13.364200979471207,45.811018388252705
13.91706589050591,44.9646229040809
15.849681343883276,42.40793814091012
17.493867995217443,40.35617632325739
18.83328192308545,38.77655274886638
20.43963441811502,36.77960687549785
21.55464494600892,35.398441462311894
23.082861179485917,33.3822373165749
24.43102927133441,31.646836585830897
25.582508062943816,30.122518761083484
26.569124918431044,28.90705797635019
28.21243103593588,26.945312439464033
29.095141163095832,25.58628290751949
30.60702571645379,23.78740223776549
31.624127412214875,22.57997760735452
33.33338253200054,20.45219348371029
36.13235639408231,17.604885811451823
38.57997477427125,16.33896946767345
50.99120409972966,29.396025500725955
49.99616370163858,30.534925192594528
48.76900435052812,32.28359631868079
47.62577321752906,33.758821135852486
46.356985941529274,35.407309173140675
45.10793895833194,37.14010168798268
43.30617956444621,39.110082641243935
42.10890504531562,40.541804913431406
40.44364672712982,42.678365466650575
39.2502561416477,44.08895039418712
37.398349549621344,46.34987930767238
35.91128924302757,48.16527088498697
34.407213754951954,49.98400315921754
31.601342534646392,53.365979459136724
30.50858922675252,54.309284125454724
29.872062154114246,54.96614815853536
28.040692890062928,57.20189215056598
28.85228878632188,56.11443096958101
26.958816608414054,58.88629296934232
27.552015908062458,58.01461237575859
24.956963770091534,60.335365497507155
22.69999448955059,60.57257063454017
20.07148639112711,60.683773240074515
18.33343514241278,61.56584773492068
17.362515453249216,62.95349082862958
17.53789040260017,64.88355706539005
18.069307388737798,65.68492047628388
20.510453650727868,67.03282028436661
19.799038615077734,66.64664740534499
22.695688653737307,68.28218230698258
23.237871346995234,68.70638637803495
23.793741883710027,69.01440852181986
25.010625330731273,69.3200851646252
25.781897969543934,69.28573642298579
26.491557497531176,69.12360292347148
27.174008313566446,68.76167097594589
28.158711588010192,67.54297970049083
28.631110318005085,66.83898967411369
29.55611851066351,65.29320945218205
31.022569125518203,63.43485523108393
32.987599704414606,62.18453140789643
33.80812342464924,61.7156036188826
36.720040928572416,61.04141382128
40.25915693491697,60.93239530408755
41.945601580664515,61.00435667531565
45.475256541743875,61.60782631440088
47.43913162127137,62.06146771134809
50.434346159920096,62.96172401774675
51.819959899410605,63.55403833044693
53.35321222804487,64.31625735526904
56.124982945621014,66.07276426069438
57.07758612930775,66.74219403741881
57.898969234898686,67.35870809433982
59.446352461352944,68.23478135466576
60.214003877714276,68.54434193484485
61.28945368155837,68.50624283915386
61.86751019395888,68.21912760846317
62.94932859390974,67.05661705229431
63.02028029412031,65.9858493427746
62.22877311334014,64.69669728120789
60.053092665970325,63.70035555632785
59.14500057883561,63.362276036292315
57.13830868527293,62.28735276963562
54.224773708730936,60.93789226049557
51.527240842580795,60.42955848528072
45.240105248987675,59.86593899782747
43.20312109217048,59.00518441200256
39.353185484185815,50.22543955035508
39.150650802999735,52.66012594476342
41.49029150418937,46.376425666734576
40.28842616826296,47.997187360189855
60.074693098664284,39.63641566503793
64.33467962034047,39.91365685733035
68.09382416307926,41.36009000055492
71.28462259471416,44.39003510773182
72.25877611711621,46.77429822506383
72.35330751724541,48.3782673724927
72.09115123189986,51.16201940737665
76.12932809814811,51.96954435156658
71.94491972215474,50.21892513381317
72.61367378942668,51.66681544901803
75.0283237863332,52.24986575357616
76.92299487814307,51.20446886820719
75.48412700928748,52.14507849048823
76.53641679510474,51.583547357004136
72.002883778885,50.64395074173808
73.15928512252867,51.97854453232139
72.16871642135084,49.031475672498345
72.42643997073174,47.552509407978505
77.52280321903527,49.96983664110303
77.78596360981464,49.380050394218415
78.47736562602222,48.419937597587705
80.24016208201647,46.36826260900125
81.27432349137962,45.1380230486393
82.78352746926248,43.31281420588493
83.93499179370701,42.0318730706349
84.35391486808658,39.96660597296432
83.99579338729382,39.272279592230916
82.36982416547835,37.904533744324
79.35006590560079,36.23223780747503
76.62722344510257,35.026726758573204
74.03016755543649,34.33755447017029
84.3223813958466,41.29952217871323
83.6261525657028,38.77816242817789
81.57093872874975,37.49861167371273
71.04982975125313,34.65276006096974
68.78734013810754,35.100381299387664
66.30033358186483,35.42991036968306
63.794151132926345,35.17623106110841
55.49628274329007,28.2569042830728
56.62364973500371,30.427036568056792
55.954611802473664,12.781609311234206
51.62653004005551,8.430605750065297
48.38806460238993,8.30781701207161
